gid,chr,str,glen,name,type,TPM_upf2_cortex_ko_1,TPM_upf2_cortex_ko_2,TPM_upf2_cortex_ctr_1,TPM_upf2_cortex_ctr_2
ENSMUSG00000102038.1,chr11,+,898,Gm12345,processed_pseudogene,2.840115,1.715614,0.959394,1.406626
ENSMUSG00000037926.15,chr11,+,18519,Ssh2,"lncRNA,protein_coding,retained_intron",13.787821,12.37594,9.710352,10.63563
ENSMUSG00000083899.2,chr11,+,2255,Gm12346,transcribed_processed_pseudogene,9.874572,13.342538,17.123044,35.689899
ENSMUSG00000020836.15,chr11,+,3011,Coro6,protein_coding,0.032578,0.270881,0.4422,0.299651
ENSMUSG00000037907.16,chr11,-,3839,Ankrd13b,"protein_coding,retained_intron",225.647622,255.279046,150.195978,102.187657
ENSMUSG00000097165.1,chr11,+,1082,2210008F06Rik,lncRNA,21.304904,17.923938,10.278783,11.424056
ENSMUSG00000011877.13,chr11,+,4838,Git1,"protein_coding,retained_intron",131.24378,116.02518,105.130087,62.903889
ENSMUSG00000044328.13,chr11,-,2157,Trp53i13,"lncRNA,protein_coding",40.337824,41.552108,48.183837,24.177128
ENSMUSG00000000686.11,chr11,+,3035,Abhd15,protein_coding,0.646413,1.224256,1.548364,1.516137
ENSMUSG00000072673.2,chr11,-,1732,Gm10392,lncRNA,0.113272,0,0,0
ENSMUSG00000017291.13,chr11,-,12421,Taok1,protein_coding,23.518365,29.592953,25.360984,50.607661
ENSMUSG00000081451.1,chr11,+,948,Gm12734,processed_pseudogene,0.103474,0.382383,0.247853,0.761393
ENSMUSG00000081543.1,chr11,-,767,Gm12733,processed_pseudogene,0,0,0,0
ENSMUSG00000037857.16,chr11,+,5792,Nufip2,"lncRNA,protein_coding",11.042262,13.456026,16.794754,30.703302
ENSMUSG00000000724.10,chr11,-,1594,Cryba1,"protein_coding,retained_intron",0.430773,0,0.393081,0.113206
ENSMUSG00000081924.1,chr11,+,610,Gm11191,processed_pseudogene,1.768894,0.891391,1.412354,0.739549
ENSMUSG00000000631.20,chr11,+,16037,Myo18a,"lncRNA,protein_coding,retained_intron",66.317059,51.76863,35.934968,23.218724
ENSMUSG00000069804.2,chr11,-,2295,Gm10277,protein_coding,0,0,0,0.078627
ENSMUSG00000017453.4,chr11,-,2470,Pipox,"lncRNA,protein_coding,retained_intron",9.332756,6.640924,9.481015,15.853304
ENSMUSG00000055045.5,chr11,-,3414,Gm11190,lncRNA,0.086198,0.026545,0.160589,0.105712
ENSMUSG00000000632.13,chr11,+,5779,Sez6,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",215.11254,208.802354,225.789065,109.865636
ENSMUSG00000037791.15,chr11,+,4909,Phf12,"nonsense_mediated_decay,protein_coding,retained_intron",79.189943,82.354267,72.64157,62.894691
ENSMUSG00000087050.1,chr11,-,2429,Dhrs13os,lncRNA,0.444226,0.335785,0.515909,0.557174
ENSMUSG00000020834.17,chr11,+,1967,Dhrs13,"nonsense_mediated_decay,protein_coding",48.722458,47.178324,33.247785,17.751441
ENSMUSG00000061981.14,chr11,+,2740,Flot2,"lncRNA,nonsense_mediated_decay,protein_coding",185.732709,186.971468,134.089716,85.680846
ENSMUSG00000020832.14,chr11,-,2268,Eral1,"protein_coding,retained_intron",60.421617,76.319801,59.36267,48.096145
ENSMUSG00000037750.16,chr11,+,3490,Fam222b,protein_coding,59.024573,45.675922,41.472206,28.205015
ENSMUSG00000017386.10,chr11,-,3292,Traf4,"protein_coding,retained_intron",272.706301,214.752073,193.376845,107.299811
ENSMUSG00000017405.14,chr11,-,5222,Nek8,"protein_coding,retained_intron",5.428752,7.271501,5.819363,5.217916
ENSMUSG00000019437.17,chr11,+,5009,Tlcd1,"lncRNA,protein_coding,retained_intron",2.13459,2.171087,2.751961,3.782642
ENSMUSG00000058546.8,chr11,-,847,Rpl23a,"protein_coding,retained_intron",2137.088754,2234.590682,2475.216068,4282.652832
ENSMUSG00000002059.18,chr11,+,2385,Rab34,"protein_coding,retained_intron",31.957414,27.700401,34.284097,27.199914
ENSMUSG00000044122.14,chr11,+,2088,Proca1,"lncRNA,protein_coding",0.892611,0.564235,1.050287,1.037069
ENSMUSG00000002052.6,chr11,-,7095,Supt6,"protein_coding,retained_intron",98.231476,98.454647,75.561689,80.840097
ENSMUSG00000002064.10,chr11,+,1515,Sdf2,"lncRNA,protein_coding,retained_intron",78.345079,85.779485,85.817539,97.133345
ENSMUSG00000010277.7,chr11,+,8798,2610507B11Rik,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",67.008439,85.299354,69.891059,77.600906
ENSMUSG00000037593.11,chr11,+,4296,Rskr,"protein_coding,retained_intron",0.50234,0.168761,0.328162,0.357036
ENSMUSG00000002055.9,chr11,+,5624,Spag5,"lncRNA,protein_coding,retained_intron",43.569854,53.433808,63.392451,94.90954
ENSMUSG00000017390.15,chr11,+,3263,Aldoc,"lncRNA,protein_coding,retained_intron",65.084836,218.882564,428.787621,281.016531
ENSMUSG00000041958.10,chr11,+,2501,Pigs,protein_coding,112.762097,121.678519,147.843049,84.957991
ENSMUSG00000002058.13,chr11,+,2448,Unc119,"protein_coding,retained_intron",134.998389,141.823322,132.327382,64.646526
ENSMUSG00000002057.4,chr11,-,3214,Foxn1,protein_coding,0,0,0,0
ENSMUSG00000085747.1,chr11,+,3627,Slc13a2os,lncRNA,0,0,0,0
ENSMUSG00000001095.5,chr11,-,2412,Slc13a2,protein_coding,0.040669,0,0,0.037407
ENSMUSG00000020829.9,chr11,+,3080,Slc46a1,"nonsense_mediated_decay,protein_coding,retained_intron",15.478346,15.09432,17.92747,8.055806
ENSMUSG00000050132.13,chr11,-,5629,Sarm1,"lncRNA,protein_coding,retained_intron",47.504373,41.714119,30.165368,17.647496
ENSMUSG00000017344.4,chr11,+,2030,Vtn,"protein_coding,retained_intron",16.81598,14.374963,109.65,39.156772
ENSMUSG00000001103.7,chr11,+,1359,Sebox,protein_coding,1.58797,2.534026,1.03737,0.995861
ENSMUSG00000051232.13,chr11,-,1902,Tmem199,"protein_coding,retained_intron",46.41635,46.598856,45.502197,66.032196
ENSMUSG00000001100.10,chr11,+,3783,Poldip2,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",133.22838,129.121731,114.552595,86.289755
ENSMUSG00000017615.12,chr11,-,3781,Tnfaip1,protein_coding,101.699397,100.260093,88.885811,106.093749
ENSMUSG00000001105.15,chr11,+,1525,Ift20,"protein_coding,retained_intron",32.033064,38.805229,42.062459,76.853973
ENSMUSG00000037278.9,chr11,-,1375,Tmem97,protein_coding,71.982588,74.806628,103.099481,75.198458
ENSMUSG00000017376.15,chr11,-,5447,Nlk,"lncRNA,protein_coding,retained_intron",37.007814,33.258475,27.348514,38.246665
ENSMUSG00000080180.3,chr11,+,964,Gm17235,processed_pseudogene,0,0,0,0.093594
ENSMUSG00000085115.1,chr11,-,839,Gm11197,processed_pseudogene,0,0,0,0
ENSMUSG00000049489.5,chr11,-,1224,Ccnq,protein_coding,43.27642,40.277675,39.032738,56.685494
ENSMUSG00000072640.11,chr11,+,8146,Lyrm9,"lncRNA,protein_coding",9.802097,8.221422,5.864973,8.118702
ENSMUSG00000020826.8,chr11,+,4412,Nos2,"lncRNA,protein_coding",0.600298,0.657297,0.710076,0.429448
ENSMUSG00000001123.15,chr11,-,2137,Lgals9,"protein_coding,retained_intron",4.682035,6.573158,8.686092,3.588735
ENSMUSG00000018334.18,chr11,-,7103,Ksr1,protein_coding,16.005919,13.511422,13.375179,8.675728
ENSMUSG00000085941.1,chr11,+,701,Gm11201,lncRNA,0.139933,0,0,0
ENSMUSG00000017677.11,chr11,-,3987,Wsb1,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",98.536078,125.538149,139.572047,250.557183
ENSMUSG00000108822.1,chr11,-,1069,Gm44787,lncRNA,0,0,0,0
ENSMUSG00000055072.2,chr11,-,728,Gm9964,TEC,0,0,0,0
ENSMUSG00000020716.16,chr11,+,15850,Nf1,"lncRNA,protein_coding,retained_intron",19.742421,22.470369,17.611203,22.058169
ENSMUSG00000082304.1,chr11,-,974,Gm11198,processed_pseudogene,0,0,0,0
ENSMUSG00000082529.1,chr11,-,507,Gm11199,processed_pseudogene,0,0,0,0
ENSMUSG00000091523.1,chr11,-,1042,AU040972,lncRNA,0,0,0,0
ENSMUSG00000049612.10,chr11,-,2228,Omg,protein_coding,0.748467,0.610131,0.175766,0.242976
ENSMUSG00000070354.13,chr11,-,3944,Evi2,"nonsense_mediated_decay,protein_coding",0,0,0.019858,0
ENSMUSG00000093938.2,chr11,-,1858,Evi2b,protein_coding,0,0,0,0
ENSMUSG00000078771.10,chr11,-,2297,Evi2a,"lncRNA,protein_coding",0.042705,0.552349,0.579654,0.628472
ENSMUSG00000017639.13,chr11,+,7451,Rab11fip4,protein_coding,98.856796,88.180053,89.768488,61.599075
ENSMUSG00000087434.1,chr11,-,2187,Rab11fip4os1,lncRNA,0,0,0,0
ENSMUSG00000086569.1,chr11,-,866,Rab11fip4os2,lncRNA,0,0,0,0
ENSMUSG00000086474.2,chr11,-,1462,9130204K15Rik,lncRNA,0.067095,0,0,0
ENSMUSG00000083395.1,chr11,+,741,Gm11203,processed_pseudogene,1.059036,0.489203,1.056969,1.461134
ENSMUSG00000035575.11,chr11,-,4517,Utp6,"protein_coding,retained_intron",31.358558,40.587538,55.034805,100.232274
ENSMUSG00000017548.15,chr11,+,4945,Suz12,"nonsense_mediated_decay,protein_coding,retained_intron",52.666835,64.509441,96.26646,159.449242
ENSMUSG00000097335.1,chr11,-,3579,Gm26563,lncRNA,0,0,0.065651,0.02521
ENSMUSG00000017561.16,chr11,-,4261,Crlf3,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",8.655961,10.719287,14.759941,23.630868
ENSMUSG00000017550.14,chr11,+,7532,Atad5,"lncRNA,protein_coding,retained_intron",13.218882,17.62683,16.783163,38.032987
ENSMUSG00000046909.9,chr11,-,1570,Tefm,protein_coding,13.683067,15.411983,14.866106,32.986729
ENSMUSG00000020709.15,chr11,+,1785,Adap2,"nonsense_mediated_decay,protein_coding",1.154038,1.421565,1.228571,2.375673
ENSMUSG00000086507.1,chr11,-,984,Adap2os,lncRNA,0,0,0,0
ENSMUSG00000020707.6,chr11,+,2140,Rnf135,"lncRNA,protein_coding",3.667036,2.837318,4.611449,3.79451
ENSMUSG00000017686.17,chr11,+,7414,Rhot1,"lncRNA,protein_coding,retained_intron",14.567121,18.530773,16.416442,28.853997
ENSMUSG00000017692.8,chr11,+,4734,Rhbdl3,"protein_coding,retained_intron",57.604383,81.455089,119.4013,79.513901
ENSMUSG00000057181.15,chr11,-,4842,5730455P16Rik,"protein_coding,retained_intron",14.120399,21.037224,17.776797,33.689973
ENSMUSG00000017421.18,chr11,+,6658,Zfp207,"nonsense_mediated_decay,protein_coding",80.457656,104.562853,131.45719,214.003246
ENSMUSG00000017428.16,chr11,+,6383,Psmd11,"nonsense_mediated_decay,protein_coding,retained_intron",66.788835,62.768621,58.382165,61.021688
ENSMUSG00000048895.13,chr11,+,4162,Cdk5r1,protein_coding,291.710662,245.070105,146.650383,120.466235
ENSMUSG00000035441.14,chr11,-,6465,Myo1d,"protein_coding,retained_intron",1.22901,0.99526,2.035267,1.43746
ENSMUSG00000085078.1,chr11,-,795,C030013C21Rik,lncRNA,0,0.227987,0.689623,0
ENSMUSG00000035413.8,chr11,+,1633,Tmem98,protein_coding,111.909166,106.552086,126.666806,78.456544
ENSMUSG00000086703.1,chr11,-,1152,4930507D10Rik,lncRNA,0,0,0,0
ENSMUSG00000053184.15,chr11,+,951,Spaca3,protein_coding,0,0,0.082357,0
ENSMUSG00000020704.13,chr11,-,4264,Asic2,protein_coding,6.855483,4.84579,4.812433,4.760936
ENSMUSG00000082027.1,chr11,+,863,Gm11416,processed_pseudogene,0,0,0,0
ENSMUSG00000085130.1,chr11,+,920,Gm11417,lncRNA,0,0,0,0
ENSMUSG00000086971.1,chr11,+,602,4930527B05Rik,lncRNA,0,0,0,0
ENSMUSG00000080980.1,chr11,-,819,1700071K01Rik,processed_pseudogene,0,0.110653,0,0.110165
ENSMUSG00000087534.1,chr11,+,626,Gm11418,lncRNA,0.156698,0,0,0.144129
ENSMUSG00000020703.3,chr11,+,4548,5530401A14Rik,"lncRNA,protein_coding",0,0.019926,0,0
ENSMUSG00000109297.1,chr11,-,762,Gm31522,lncRNA,0,0,0,0
ENSMUSG00000084996.1,chr11,+,683,Gm11419,lncRNA,0,0,0,0
ENSMUSG00000035385.5,chr11,+,1138,Ccl2,"protein_coding,retained_intron",0,0,0.55059,0.713555
ENSMUSG00000035373.2,chr11,+,801,Ccl7,protein_coding,0,0,0.09778,0.11264
ENSMUSG00000020676.2,chr11,+,1082,Ccl11,protein_coding,0,0,0.144772,0
ENSMUSG00000035352.3,chr11,+,537,Ccl12,"lncRNA,protein_coding",0.182669,0.168761,0.8751,3.528353
ENSMUSG00000009185.2,chr11,+,511,Ccl8,protein_coding,0,0,0,0
ENSMUSG00000020702.13,chr11,-,2369,Ccl1,"lncRNA,protein_coding",0,0,0.033061,0
ENSMUSG00000113710.1,chr11,-,4545,Gm38577,lncRNA,0.064748,0,0.086162,0.039703
ENSMUSG00000020701.12,chr11,+,4693,Tmem132e,"lncRNA,protein_coding,retained_intron",8.423517,3.920057,2.870506,1.441909
ENSMUSG00000069796.3,chr11,+,2220,Gm11426,lncRNA,0,0,0,0
ENSMUSG00000020698.11,chr11,-,1871,Cct6b,protein_coding,0.314569,0.290619,0.376747,0.67512
ENSMUSG00000083371.1,chr11,+,1103,Gm11422,processed_pseudogene,0,0,0,0
ENSMUSG00000046010.7,chr11,+,1591,Zfp830,protein_coding,28.361333,28.537404,29.635135,44.063385
ENSMUSG00000085175.7,chr11,-,885,Gm11423,lncRNA,4.766111,5.222444,7.699395,8.461782
ENSMUSG00000020697.16,chr11,+,7284,Lig3,"protein_coding,retained_intron",35.310327,37.275097,37.332784,57.685056
ENSMUSG00000020696.18,chr11,-,5922,Rffl,protein_coding,8.613386,7.024108,4.271837,8.516682
ENSMUSG00000018841.17,chr11,-,3714,Rad51d,"nonsense_mediated_decay,protein_coding",24.21957,26.792137,22.35345,17.272481
ENSMUSG00000018844.6,chr11,+,2166,Fndc8,protein_coding,0,0,0.072319,0.041655
ENSMUSG00000020692.14,chr11,-,3233,Nle1,"nonsense_mediated_decay,protein_coding,retained_intron",33.678773,41.093694,42.612865,26.986576
ENSMUSG00000018845.14,chr11,+,4493,Unc45b,"lncRNA,protein_coding",0.152827,0.403404,0.55782,0.180731
ENSMUSG00000086058.1,chr11,-,1306,Unc45bos,lncRNA,0,0,0.05997,0
ENSMUSG00000086327.2,chr11,-,1102,Slfn5os,lncRNA,0,0,0,0
ENSMUSG00000054404.13,chr11,+,6326,Slfn5,"lncRNA,protein_coding",0.248102,0.143258,0.42095,0.670341
ENSMUSG00000082726.1,chr11,+,829,Gm11424,processed_pseudogene,0.473309,0.437273,0.94477,0.108836
ENSMUSG00000111857.1,chr11,-,1270,1190001M18Rik,lncRNA,0.849626,1.141729,0.616704,2.55756
ENSMUSG00000069793.12,chr11,-,5965,Slfn9,protein_coding,7.285045,8.583905,12.316094,25.290234
ENSMUSG00000035208.16,chr11,-,4091,Slfn8,protein_coding,0,0,0.03829,0.132327
ENSMUSG00000072621.13,chr11,-,3621,Slfn10-ps,"lncRNA,transcribed_unprocessed_pseudogene",0,0,0.04326,0
ENSMUSG00000110908.1,chr11,+,532,Gm48434,processed_pseudogene,0,0,0,0
ENSMUSG00000072620.3,chr11,+,1664,Slfn2,protein_coding,0.412652,0.27231,0.941363,0.433774
ENSMUSG00000111713.1,chr11,-,717,Gm20234,lncRNA,0,0,0,0
ENSMUSG00000078763.2,chr11,+,1864,Slfn1,protein_coding,0,0,0.042018,0
ENSMUSG00000000204.16,chr11,+,3964,Slfn4,protein_coding,0,0.091448,0,0
ENSMUSG00000018986.10,chr11,+,3411,Slfn3,"lncRNA,protein_coding",0.14379,0.185979,0.298499,0.343866
ENSMUSG00000087107.8,chr11,+,3029,AI662270,"lncRNA,retained_intron",0,0,0.103429,0
ENSMUSG00000083161.2,chr11,+,2958,Gm11427,"lncRNA,transcribed_unprocessed_pseudogene",0,0,0.052956,0.091506
ENSMUSG00000082101.3,chr11,-,3706,Slfn14,protein_coding,0.079406,0.073361,0.169069,0.146074
ENSMUSG00000093483.1,chr11,+,711,AA465934,"lncRNA,retained_intron",60.290769,87.693166,56.400241,49.236723
ENSMUSG00000018733.10,chr11,-,3536,Pex12,"lncRNA,protein_coding",8.849473,8.995841,9.081387,14.135935
ENSMUSG00000035152.14,chr11,+,8755,Ap2b1,"protein_coding,retained_intron",141.946658,118.334936,96.266921,101.025235
ENSMUSG00000020684.14,chr11,+,4010,Rasl10b,protein_coding,74.634018,73.900996,30.644968,21.487506
ENSMUSG00000020686.12,chr11,-,2610,Gas2l2,"nonsense_mediated_decay,protein_coding",0,0,0.900246,0.69138
ENSMUSG00000035085.5,chr11,+,1050,1700020L24Rik,protein_coding,0.186844,0.345237,0.372959,0.085929
ENSMUSG00000020682.17,chr11,-,3874,Mmp28,"lncRNA,protein_coding",4.532444,3.555747,5.155386,1.863191
ENSMUSG00000020680.15,chr11,+,2919,Taf15,"lncRNA,protein_coding,retained_intron",274.956739,344.957798,364.856043,497.613119
ENSMUSG00000018925.3,chr11,-,1875,Heatr9,protein_coding,0,0,0,0
ENSMUSG00000035042.2,chr11,-,960,Ccl5,"protein_coding,retained_intron",0,0,0,0
ENSMUSG00000019122.8,chr11,-,3045,Ccl9,"lncRNA,protein_coding",0.193287,0.238095,0.745918,0.681503
ENSMUSG00000051832.7,chr11,+,2816,E230016K23Rik,lncRNA,0,0,0,0
ENSMUSG00000018927.3,chr11,-,1795,Ccl6,"protein_coding,retained_intron",0.218592,0.403899,1.221727,1.206351
ENSMUSG00000081906.2,chr11,-,576,Rpl9-ps1,"protein_coding,translated_processed_pseudogene",0,0.472004,0.679874,0.156641
ENSMUSG00000000982.5,chr11,-,766,Ccl3,protein_coding,0.128059,0.354927,1.738204,0.706723
ENSMUSG00000018930.3,chr11,+,660,Ccl4,protein_coding,0,0.13731,0.474675,0
ENSMUSG00000069792.5,chr11,+,533,Wfdc17,protein_coding,0,0.170028,0.293889,0
ENSMUSG00000000983.13,chr11,+,1220,Wfdc18,"nonsense_mediated_decay,protein_coding,retained_intron",0,0,0,0
ENSMUSG00000000976.13,chr11,+,6419,Heatr6,"lncRNA,protein_coding,retained_intron",30.288325,37.780321,23.890537,25.089838
ENSMUSG00000081342.1,chr11,+,629,Gm11434,processed_pseudogene,0.311902,0.432233,0,0.143442
ENSMUSG00000085235.1,chr11,-,3036,Gm12576,lncRNA,0,0,0,0.029718
ENSMUSG00000020679.11,chr11,+,3198,Hnf1b,protein_coding,0.030673,0.113352,0,0.141065
ENSMUSG00000020677.7,chr11,+,3332,Ddx52,"lncRNA,protein_coding",31.471084,42.782942,40.712099,83.96993
ENSMUSG00000034940.15,chr11,+,8744,Synrg,"lncRNA,protein_coding,retained_intron",46.275678,42.23421,33.661017,33.442282
ENSMUSG00000018648.15,chr11,-,1945,Dusp14,protein_coding,48.315323,51.159895,58.469262,32.471732
ENSMUSG00000018651.14,chr11,-,2974,Tada2a,"lncRNA,protein_coding",31.895139,35.896428,39.18705,62.405137
ENSMUSG00000020532.18,chr11,+,17074,Acaca,"lncRNA,protein_coding,retained_intron",24.508942,21.857374,24.312028,30.422014
ENSMUSG00000051452.8,chr11,-,1239,Gm11437,protein_coding,0.079171,0.073143,0,0
ENSMUSG00000103122.1,chr11,+,2318,Gm37391,TEC,0,0.117288,0.168942,0.038924
ENSMUSG00000018697.14,chr11,-,2869,Aatf,"lncRNA,protein_coding,retained_intron",30.053656,34.083,29.100956,40.94562
ENSMUSG00000018698.15,chr11,-,4072,Lhx1,"protein_coding,retained_intron",4.119337,5.719687,5.424028,7.511366
ENSMUSG00000087211.7,chr11,+,698,Lhx1os,lncRNA,14.756143,22.46144,17.392294,15.899252
ENSMUSG00000018405.7,chr11,-,2868,Mrm1,"lncRNA,protein_coding,retained_intron",22.847375,26.195235,16.904102,11.19948
ENSMUSG00000034449.7,chr11,-,1603,Dhrs11,"nonsense_mediated_decay,protein_coding",5.813385,8.08443,5.667677,5.121945
ENSMUSG00000086799.1,chr11,+,755,4930502E09Rik,lncRNA,0,0,0,0.119503
ENSMUSG00000020530.14,chr11,-,4726,Ggnbp2,"lncRNA,protein_coding,retained_intron",34.766429,33.154936,38.597251,63.077335
ENSMUSG00000045140.8,chr11,-,2733,Pigw,protein_coding,3.984028,4.874439,6.104085,12.545009
ENSMUSG00000020527.14,chr11,+,7113,Myo19,"lncRNA,protein_coding",7.943441,10.332727,10.790806,12.02493
ENSMUSG00000020526.12,chr11,-,2136,Znhit3,"lncRNA,protein_coding,retained_intron",22.548582,25.541251,22.770415,41.902259
ENSMUSG00000000805.18,chr11,+,1966,Car4,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",0.848212,0.599248,0.876435,0.50482
ENSMUSG00000000804.14,chr11,-,7680,Usp32,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",17.868804,20.768176,15.633691,28.101336
ENSMUSG00000082917.1,chr11,-,527,Gm11440,processed_pseudogene,0,0.171964,0.148618,0
ENSMUSG00000082806.1,chr11,-,668,Rpl13-ps1,processed_pseudogene,0.734231,0,0.820734,0
ENSMUSG00000018479.12,chr11,+,995,1700125H20Rik,protein_coding,1.380206,0.728641,0.94458,0.362714
ENSMUSG00000018481.9,chr11,-,6463,Appbp2,protein_coding,36.745116,40.734172,40.087775,72.760767
ENSMUSG00000085628.4,chr11,+,1031,Appbp2os,"lncRNA,pseudogene",1.427156,0.791099,1.443363,2.362828
ENSMUSG00000020525.17,chr11,+,3173,Ppm1d,protein_coding,25.381195,24.162797,26.436259,44.330544
ENSMUSG00000059439.15,chr11,+,6085,Bcas3,"lncRNA,protein_coding",15.26611,14.401668,13.437563,11.995406
ENSMUSG00000086199.7,chr11,-,3618,Bcas3os1,lncRNA,0,0,0,0
ENSMUSG00000085514.1,chr11,-,661,Bcas3os2,lncRNA,0,0,0.236979,0
ENSMUSG00000087013.7,chr11,-,2574,2610027K06Rik,lncRNA,0,0.035208,0,0.035052
ENSMUSG00000000093.6,chr11,+,3626,Tbx2,protein_coding,1.460848,1.39961,1.425597,1.667147
ENSMUSG00000069785.4,chr11,-,575,Gm11444,protein_coding,0,0,0,0
ENSMUSG00000000094.12,chr11,+,3401,Tbx4,protein_coding,0.028842,0.106586,0.092116,0.132645
ENSMUSG00000034329.16,chr11,-,7454,Brip1,"lncRNA,protein_coding",4.184819,4.753728,4.833359,9.162912
ENSMUSG00000085208.3,chr11,+,6498,Brip1os,lncRNA,24.621428,22.328448,21.816218,34.532108
ENSMUSG00000018068.13,chr11,-,10609,Ints2,"lncRNA,nonsense_mediated_decay,protein_coding,retained_intron",8.617483,10.558226,13.406703,25.853905
ENSMUSG00000034297.14,chr11,-,10840,Med13,"lncRNA,protein_coding,retained_intron",27.075176,30.439556,29.095977,48.150533
ENSMUSG00000020521.7,chr11,+,4719,Rnft1,"lncRNA,protein_coding",2.806227,3.764029,5.294456,9.100893
ENSMUSG00000020516.15,chr11,-,8658,Rps6kb1,"lncRNA,protein_coding,retained_intron",14.728712,21.363497,20.598047,36.973711
ENSMUSG00000020513.15,chr11,+,2070,Tubd1,protein_coding,6.918652,9.456498,8.81589,17.26044
ENSMUSG00000018171.9,chr11,-,3862,Vmp1,"lncRNA,protein_coding",18.033709,19.26539,21.699619,40.673685
ENSMUSG00000083992.1,chr11,-,599,Gm11478,processed_pseudogene,82.208341,134.197279,124.085202,104.534504
ENSMUSG00000072582.9,chr11,+,3132,Ptrh2,protein_coding,41.937044,42.303133,48.363232,76.973585
ENSMUSG00000047126.17,chr11,-,8499,Cltc,"lncRNA,protein_coding,retained_intron",109.00016,102.407376,94.199511,140.438507
ENSMUSG00000018425.18,chr11,-,4233,Dhx40,"lncRNA,protein_coding",38.560623,40.762948,38.078313,68.952979
ENSMUSG00000018427.7,chr11,-,4847,Ypel2,protein_coding,8.601118,7.703199,6.867466,9.028087
ENSMUSG00000061666.6,chr11,-,2336,Gdpd1,protein_coding,96.665493,101.409738,75.840356,116.682279
ENSMUSG00000020495.13,chr11,-,3218,Smg8,protein_coding,23.258274,19.797767,20.347021,28.542286
ENSMUSG00000020493.8,chr11,-,3824,Prr11,protein_coding,25.703296,23.343462,26.933232,40.346442
ENSMUSG00000020492.11,chr11,+,3272,Ska2,"lncRNA,protein_coding",82.533812,92.868231,76.837343,150.641601
ENSMUSG00000085310.7,chr11,-,1171,Gm11491,lncRNA,0.251306,0.077391,0.133768,0.231149
ENSMUSG00000018548.15,chr11,+,7214,Trim37,"protein_coding,retained_intron",50.406371,55.965255,52.568944,94.139697
ENSMUSG00000046442.4,chr11,-,6702,Ppm1e,"lncRNA,protein_coding",23.286528,25.01579,23.033652,33.884869
ENSMUSG00000007646.13,chr11,-,4384,Rad51c,"nonsense_mediated_decay,protein_coding",5.459568,7.400472,7.485556,13.29502
ENSMUSG00000010342.16,chr11,+,5014,Tex14,"lncRNA,protein_coding",0.039128,0.090372,0.062482,0.125962
ENSMUSG00000090107.1,chr11,+,1972,Gm11492,protein_coding,0,0,0,0.045753
ENSMUSG00000020486.18,chr11,+,3563,4-Sep,"lncRNA,protein_coding,retained_intron",3.221136,3.357415,5.055832,5.469718
ENSMUSG00000018401.17,chr11,+,6240,Mtmr4,protein_coding,65.47408,57.0907,49.289784,59.745162
ENSMUSG00000070345.3,chr11,+,4158,Hsf5,protein_coding,0.070774,0.065386,0.226036,0.108496
ENSMUSG00000034177.15,chr11,+,6558,Rnf43,"lncRNA,protein_coding,retained_intron",0.179494,0.26256,3.033492,2.325104
ENSMUSG00000085972.1,chr11,+,976,1110028F11Rik,lncRNA,0,0,0.080247,0.092444
ENSMUSG00000020485.14,chr11,+,942,Supt4a,"nonsense_mediated_decay,protein_coding",292.196999,317.475307,255.833372,233.129208
ENSMUSG00000034156.16,chr11,+,9499,Tspoap1,"lncRNA,protein_coding,retained_intron",23.131783,22.801684,17.768468,15.358866
ENSMUSG00000009350.13,chr11,+,3424,Mpo,"nonsense_mediated_decay,protein_coding,retained_intron",0,0.079403,0.205868,0.026351
ENSMUSG00000085872.1,chr11,-,737,Gm11505,lncRNA,0.133098,0,0,0
ENSMUSG00000009356.12,chr11,-,3135,Lpo,"protein_coding,retained_intron",0.469346,0.289074,0.299795,0.259019
ENSMUSG00000034121.12,chr11,+,4044,Mks1,"protein_coding,retained_intron",9.144694,11.473759,15.048405,13.944273
ENSMUSG00000052234.2,chr11,-,2737,Epx,"lncRNA,protein_coding",0.143359,0.297999,0.257542,0.032965
ENSMUSG00000093839.2,chr11,-,5598,Olfr462,protein_coding,0,0,0,0
ENSMUSG00000093920.2,chr11,-,2124,Olfr463,protein_coding,0,0,0,0
ENSMUSG00000060787.9,chr11,-,2318,Olfr464,"lncRNA,protein_coding",0,0,0,0.038924
ENSMUSG00000020483.14,chr11,-,2736,Dynll2,"nonsense_mediated_decay,protein_coding",762.1585,733.444542,874.045391,614.98776
ENSMUSG00000096983.1,chr11,-,1199,2010015M23Rik,lncRNA,7.281315,5.971107,7.12013,5.869518
ENSMUSG00000018379.17,chr11,+,5710,Srsf1,"nonsense_mediated_decay,protein_coding,retained_intron",179.866201,223.244835,276.017883,561.796949
ENSMUSG00000087373.7,chr11,+,1333,Gm15892,lncRNA,0.735883,1.019784,1.880184,1.218342
ENSMUSG00000018377.10,chr11,+,4601,Vezf1,protein_coding,71.038167,75.655236,82.372831,123.444151
